date	agent name	num calls handled	num calls unanswered	avg call time	total talk time	total staffed time	filename
2017-05-01	Back Office3	0	0	0 days 00:00:00.000000000	0 days 00:00:00.000000000	1 days 00:00:00.000000000	20170501_000000_agent_statistics.csv
2017-05-01	Reception Desk	0	0	0 days 00:00:00.000000000	0 days 00:00:00.000000000	1 days 00:00:00.000000000	20170501_000000_agent_statistics.csv
2017-05-01	Back Office1	0	0	0 days 00:00:00.000000000	0 days 00:00:00.000000000	1 days 00:00:00.000000000	20170501_000000_agent_statistics.csv
2017-05-02	Reception L1	97	56	0 days 00:02:59.000000000	0 days 03:10:36.000000000	1 days 00:00:00.000000000	20170502_000000_agent_statistics.csv
2017-05-02	Back Office3	75	70	0 days 00:02:01.000000000	0 days 01:59:29.000000000	1 days 00:00:00.000000000	20170502_000000_agent_statistics.csv
2017-05-02	Reception Desk	100	111	0 days 00:02:00.000000000	0 days 02:17:09.000000000	1 days 00:00:00.000000000	20170502_000000_agent_statistics.csv
2017-05-02	Back Office1	27	5	0 days 00:02:27.000000000	0 days 00:50:45.000000000	1 days 00:00:00.000000000	20170502_000000_agent_statistics.csv
2017-05-03	Reception L1	54	25	0 days 00:04:55.000000000	0 days 02:54:07.000000000	1 days 00:00:00.000000000	20170503_000000_agent_statistics.csv
2017-05-03	Back Office3	65	49	0 days 00:02:22.000000000	0 days 02:00:59.000000000	1 days 00:00:00.000000000	20170503_000000_agent_statistics.csv
2017-05-03	Reception Desk	69	30	0 days 00:03:00.000000000	0 days 02:18:51.000000000	1 days 00:00:00.000000000	20170503_000000_agent_statistics.csv
2017-05-03	Back Office1	27	1	0 days 00:01:40.000000000	0 days 00:39:41.000000000	1 days 00:00:00.000000000	20170503_000000_agent_statistics.csv
2017-05-05	Reception L1	74	33	0 days 00:02:43.000000000	0 days 02:35:22.000000000	1 days 00:00:00.000000000	20170505_000000_agent_statistics.csv
2017-05-05	Back Office3	43	32	0 days 00:03:15.000000000	0 days 01:57:42.000000000	1 days 00:00:00.000000000	20170505_000000_agent_statistics.csv
2017-05-05	Reception Desk	64	33	0 days 00:01:55.000000000	0 days 01:29:17.000000000	1 days 00:00:00.000000000	20170505_000000_agent_statistics.csv
2017-05-05	Back Office1	5	3	0 days 00:01:41.000000000	0 days 00:07:49.000000000	1 days 00:00:00.000000000	20170505_000000_agent_statistics.csv
2017-05-09	Reception L1	59	62	0 days 00:02:53.000000000	0 days 01:48:19.000000000	1 days 00:00:00.000000000	20170509_000000_agent_statistics.csv
2017-05-09	Back Office3	68	45	0 days 00:01:58.000000000	0 days 01:37:20.000000000	1 days 00:00:00.000000000	20170509_000000_agent_statistics.csv
2017-05-09	Reception Desk	58	18	0 days 00:02:39.000000000	0 days 01:40:09.000000000	1 days 00:00:00.000000000	20170509_000000_agent_statistics.csv
2017-05-09	Back Office1	26	2	0 days 00:02:31.000000000	0 days 00:53:21.000000000	1 days 00:00:00.000000000	20170509_000000_agent_statistics.csv
2017-05-10	Reception L1	28	27	0 days 00:04:03.000000000	0 days 01:22:17.000000000	1 days 00:00:00.000000000	20170510_000000_agent_statistics.csv
2017-05-10	Back Office3	53	43	0 days 00:01:25.000000000	0 days 01:06:11.000000000	1 days 00:00:00.000000000	20170510_000000_agent_statistics.csv
2017-05-10	Reception Desk	26	11	0 days 00:03:00.000000000	0 days 01:00:50.000000000	1 days 00:00:00.000000000	20170510_000000_agent_statistics.csv
2017-05-10	Back Office1	8	7	0 days 00:01:49.000000000	0 days 00:10:43.000000000	1 days 00:00:00.000000000	20170510_000000_agent_statistics.csv
2017-05-11	Reception L1	92	44	0 days 00:01:47.000000000	0 days 02:16:40.000000000	1 days 00:00:00.000000000	20170511_000000_agent_statistics.csv
2017-05-11	Back Office3	58	37	0 days 00:01:50.000000000	0 days 01:28:27.000000000	1 days 00:00:00.000000000	20170511_000000_agent_statistics.csv
2017-05-11	Reception Desk	59	47	0 days 00:01:56.000000000	0 days 01:38:15.000000000	1 days 00:00:00.000000000	20170511_000000_agent_statistics.csv
2017-05-11	Back Office1	16	1	0 days 00:02:18.000000000	0 days 00:34:49.000000000	1 days 00:00:00.000000000	20170511_000000_agent_statistics.csv
2017-05-12	Reception L1	82	44	0 days 00:02:07.000000000	0 days 02:18:08.000000000	1 days 00:00:00.000000000	20170512_000000_agent_statistics.csv
2017-05-12	Back Office3	54	40	0 days 00:03:30.000000000	0 days 02:28:55.000000000	1 days 00:00:00.000000000	20170512_000000_agent_statistics.csv
2017-05-12	Reception Desk	44	30	0 days 00:02:13.000000000	0 days 01:02:14.000000000	1 days 00:00:00.000000000	20170512_000000_agent_statistics.csv
2017-05-12	Back Office1	10	4	0 days 00:02:25.000000000	0 days 00:15:02.000000000	1 days 00:00:00.000000000	20170512_000000_agent_statistics.csv
2017-05-15	Reception L1	90	101	0 days 00:02:35.000000000	0 days 02:37:01.000000000	1 days 00:00:00.000000000	20170515_000000_agent_statistics.csv
2017-05-15	Back Office3	54	63	0 days 00:03:41.000000000	0 days 02:47:01.000000000	1 days 00:00:00.000000000	20170515_000000_agent_statistics.csv
2017-05-15	Reception Desk	71	25	0 days 00:03:09.000000000	0 days 02:36:01.000000000	1 days 00:00:00.000000000	20170515_000000_agent_statistics.csv
2017-05-15	Back Office1	26	11	0 days 00:02:07.000000000	0 days 00:41:26.000000000	1 days 00:00:00.000000000	20170515_000000_agent_statistics.csv
2017-05-16	Reception L1	56	47	0 days 00:03:21.000000000	0 days 01:52:09.000000000	1 days 00:00:00.000000000	20170516_000000_agent_statistics.csv
2017-05-16	Back Office3	82	61	0 days 00:01:55.000000000	0 days 02:00:27.000000000	1 days 00:00:00.000000000	20170516_000000_agent_statistics.csv
2017-05-16	Reception Desk	71	13	0 days 00:02:36.000000000	0 days 02:09:25.000000000	1 days 00:00:00.000000000	20170516_000000_agent_statistics.csv
2017-05-16	Back Office1	2	0	0 days 00:02:27.000000000	0 days 00:02:35.000000000	1 days 00:00:00.000000000	20170516_000000_agent_statistics.csv
2017-05-18	Reception L1	68	59	0 days 00:01:55.000000000	0 days 01:27:52.000000000	1 days 00:00:00.000000000	20170518_000000_agent_statistics.csv
2017-05-18	Back Office3	44	39	0 days 00:01:42.000000000	0 days 01:01:38.000000000	1 days 00:00:00.000000000	20170518_000000_agent_statistics.csv
2017-05-18	Reception Desk	55	42	0 days 00:02:22.000000000	0 days 01:46:16.000000000	1 days 00:00:00.000000000	20170518_000000_agent_statistics.csv
2017-05-18	Back Office1	14	1	0 days 00:03:44.000000000	0 days 00:47:44.000000000	1 days 00:00:00.000000000	20170518_000000_agent_statistics.csv
2017-05-19	Reception L1	81	49	0 days 00:02:48.000000000	0 days 02:58:35.000000000	1 days 00:00:00.000000000	20170519_000000_agent_statistics.csv
2017-05-19	Back Office3	46	28	0 days 00:02:55.000000000	0 days 01:53:50.000000000	1 days 00:00:00.000000000	20170519_000000_agent_statistics.csv
2017-05-19	Reception Desk	55	46	0 days 00:02:11.000000000	0 days 01:20:29.000000000	1 days 00:00:00.000000000	20170519_000000_agent_statistics.csv
2017-05-19	Back Office1	23	17	0 days 00:02:37.000000000	0 days 00:47:18.000000000	1 days 00:00:00.000000000	20170519_000000_agent_statistics.csv
2017-05-22	Reception L1	83	57	0 days 00:02:51.000000000	0 days 02:30:32.000000000	1 days 00:00:00.000000000	20170522_000000_agent_statistics.csv
2017-05-22	Back Office3	70	60	0 days 00:02:10.000000000	0 days 01:51:20.000000000	1 days 00:00:00.000000000	20170522_000000_agent_statistics.csv
2017-05-22	Reception Desk	69	36	0 days 00:02:34.000000000	0 days 01:51:49.000000000	1 days 00:00:00.000000000	20170522_000000_agent_statistics.csv
2017-05-22	Back Office1	9	4	0 days 00:01:25.000000000	0 days 00:10:52.000000000	1 days 00:00:00.000000000	20170522_000000_agent_statistics.csv
2017-05-23	Reception L1	71	30	0 days 00:02:11.000000000	0 days 01:34:33.000000000	1 days 00:00:00.000000000	20170523_000000_agent_statistics.csv
2017-05-23	Back Office3	53	39	0 days 00:02:18.000000000	0 days 01:22:24.000000000	1 days 00:00:00.000000000	20170523_000000_agent_statistics.csv
2017-05-23	Reception Desk	48	46	0 days 00:02:25.000000000	0 days 01:17:34.000000000	1 days 00:00:00.000000000	20170523_000000_agent_statistics.csv
2017-05-23	Back Office1	10	1	0 days 00:01:56.000000000	0 days 00:12:29.000000000	1 days 00:00:00.000000000	20170523_000000_agent_statistics.csv
2017-05-24	Reception L1	61	63	0 days 00:02:01.000000000	0 days 01:33:51.000000000	1 days 00:00:00.000000000	20170524_000000_agent_statistics.csv
2017-05-24	Back Office3	60	57	0 days 00:02:12.000000000	0 days 01:40:55.000000000	1 days 00:00:00.000000000	20170524_000000_agent_statistics.csv
2017-05-24	Reception Desk	44	25	0 days 00:02:05.000000000	0 days 01:06:41.000000000	1 days 00:00:00.000000000	20170524_000000_agent_statistics.csv
2017-05-24	Back Office1	2	1	0 days 00:02:14.000000000	0 days 00:04:11.000000000	1 days 00:00:00.000000000	20170524_000000_agent_statistics.csv
2017-05-25	Reception L1	70	29	0 days 00:02:17.000000000	0 days 02:04:46.000000000	1 days 00:00:00.000000000	20170525_000000_agent_statistics.csv
2017-05-25	Back Office3	48	42	0 days 00:01:51.000000000	0 days 01:11:22.000000000	1 days 00:00:00.000000000	20170525_000000_agent_statistics.csv
2017-05-25	Reception Desk	40	21	0 days 00:01:35.000000000	0 days 00:44:02.000000000	1 days 00:00:00.000000000	20170525_000000_agent_statistics.csv
2017-05-25	Back Office1	0	1	0 days 00:00:00.000000000	0 days 00:00:00.000000000	1 days 00:00:00.000000000	20170525_000000_agent_statistics.csv
2017-05-26	Reception L1	88	44	0 days 00:02:07.000000000	0 days 02:05:55.000000000	1 days 00:00:00.000000000	20170526_000000_agent_statistics.csv
2017-05-26	Back Office3	24	31	0 days 00:02:00.000000000	0 days 00:37:32.000000000	1 days 00:00:00.000000000	20170526_000000_agent_statistics.csv
2017-05-26	Reception Desk	63	29	0 days 00:01:41.000000000	0 days 01:19:20.000000000	1 days 00:00:00.000000000	20170526_000000_agent_statistics.csv
2017-05-26	Back Office1	0	0	0 days 00:00:00.000000000	0 days 00:00:00.000000000	1 days 00:00:00.000000000	20170526_000000_agent_statistics.csv
2017-05-30	Reception L1	83	51	0 days 00:02:39.000000000	0 days 02:49:04.000000000	1 days 00:00:00.000000000	20170530_000000_agent_statistics.csv
2017-05-30	Back Office3	64	59	0 days 00:02:17.000000000	0 days 01:36:40.000000000	1 days 00:00:00.000000000	20170530_000000_agent_statistics.csv
2017-05-30	Reception Desk	51	39	0 days 00:02:00.000000000	0 days 01:03:37.000000000	1 days 00:00:00.000000000	20170530_000000_agent_statistics.csv
2017-05-30	Back Office1	33	7	0 days 00:01:34.000000000	0 days 00:45:59.000000000	1 days 00:00:00.000000000	20170530_000000_agent_statistics.csv
2017-05-31	Reception L1	58	49	0 days 00:02:30.000000000	0 days 01:39:30.000000000	1 days 00:00:00.000000000	20170531_000000_agent_statistics.csv
2017-05-31	Back Office3	53	66	0 days 00:01:49.000000000	0 days 01:21:52.000000000	1 days 00:00:00.000000000	20170531_000000_agent_statistics.csv
2017-05-31	Reception Desk	36	46	0 days 00:03:06.000000000	0 days 01:06:41.000000000	1 days 00:00:00.000000000	20170531_000000_agent_statistics.csv
2017-05-31	Back Office1	20	6	0 days 00:02:01.000000000	0 days 00:35:09.000000000	1 days 00:00:00.000000000	20170531_000000_agent_statistics.csv
2017-06-01	Reception L1	90	61	0 days 00:01:37.000000000	0 days 01:56:23.000000000	1 days 00:00:00.000000000	20170601_000000_agent_statistics.csv
2017-06-01	Back Office3	28	53	0 days 00:01:29.000000000	0 days 00:36:23.000000000	1 days 00:00:00.000000000	20170601_000000_agent_statistics.csv
2017-06-01	Reception Desk	46	39	0 days 00:02:23.000000000	0 days 01:21:54.000000000	1 days 00:00:00.000000000	20170601_000000_agent_statistics.csv
2017-06-01	Back Office1	0	1	0 days 00:00:00.000000000	0 days 00:00:00.000000000	1 days 00:00:00.000000000	20170601_000000_agent_statistics.csv
2017-06-05	Reception L1	83	110	0 days 00:02:45.000000000	0 days 02:21:48.000000000	1 days 00:00:00.000000000	20170605_000000_agent_statistics.csv
2017-06-05	Back Office3	59	51	0 days 00:02:54.000000000	0 days 02:13:38.000000000	1 days 00:00:00.000000000	20170605_000000_agent_statistics.csv
2017-06-05	Reception Desk	64	21	0 days 00:03:18.000000000	0 days 02:30:42.000000000	1 days 00:00:00.000000000	20170605_000000_agent_statistics.csv
2017-06-05	Back Office1	25	6	0 days 00:01:53.000000000	0 days 00:35:46.000000000	1 days 00:00:00.000000000	20170605_000000_agent_statistics.csv
2017-06-06	Reception L1	27	11	0 days 00:04:15.000000000	0 days 01:22:53.000000000	1 days 00:00:00.000000000	20170606_000000_agent_statistics.csv
2017-06-06	Back Office3	56	29	0 days 00:01:25.000000000	0 days 01:08:52.000000000	1 days 00:00:00.000000000	20170606_000000_agent_statistics.csv
2017-06-06	Reception Desk	20	6	0 days 00:03:17.000000000	0 days 00:44:20.000000000	1 days 00:00:00.000000000	20170606_000000_agent_statistics.csv
2017-06-06	Back Office1	7	1	0 days 00:01:20.000000000	0 days 00:08:19.000000000	1 days 00:00:00.000000000	20170606_000000_agent_statistics.csv
2017-06-08	Reception L1	75	50	0 days 00:02:11.000000000	0 days 02:09:08.000000000	1 days 00:00:00.000000000	20170608_000000_agent_statistics.csv
2017-06-08	Back Office3	74	75	0 days 00:01:44.000000000	0 days 01:51:37.000000000	1 days 00:00:00.000000000	20170608_000000_agent_statistics.csv
2017-06-08	Reception Desk	47	46	0 days 00:01:51.000000000	0 days 01:02:35.000000000	1 days 00:00:00.000000000	20170608_000000_agent_statistics.csv
2017-06-08	Back Office1	10	14	0 days 00:01:17.000000000	0 days 00:11:27.000000000	1 days 00:00:00.000000000	20170608_000000_agent_statistics.csv
